,name,in_out,energy
1075,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Nezara viridula/00000007558.jpg,0,"tensor([[12.1848]], device='cuda:0')"
1076,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Nezara viridula/00000008948.jpg,0,"tensor([[23.5964]], device='cuda:0')"
1077,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Nezara viridula/00000009129.jpg,0,"tensor([[27.2707]], device='cuda:0')"
1078,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Nezara viridula/00000010188.jpg,0,"tensor([[6.4993]], device='cuda:0')"
1079,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Nezara viridula/00000010233.jpg,0,"tensor([[16.2265]], device='cuda:0')"
1080,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Nezara viridula/00000010327.jpg,0,"tensor([[18.5090]], device='cuda:0')"
1081,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Nomophila nearctica/00000000443.jpg,0,"tensor([[15.2249]], device='cuda:0')"
1082,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Nomophila nearctica/00000000487.jpg,0,"tensor([[9.6797]], device='cuda:0')"
1083,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Nomophila nearctica/00000001978.jpg,0,"tensor([[6.7851]], device='cuda:0')"
1084,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Ochlodes sylvanus/00000000415.jpg,0,"tensor([[19.8171]], device='cuda:0')"
1085,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Ochlodes sylvanus/00000002317.jpg,0,"tensor([[24.0933]], device='cuda:0')"
1086,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Ochlodes sylvanus/00000002699.jpg,0,"tensor([[20.0003]], device='cuda:0')"
1087,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Ochlodes sylvanus/00000005773.jpg,0,"tensor([[25.4880]], device='cuda:0')"
1088,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Ochlodes sylvanus/00000006370.jpg,0,"tensor([[25.1363]], device='cuda:0')"
1089,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Ochlodes sylvanus/00000008405.jpg,0,"tensor([[19.6890]], device='cuda:0')"
1090,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Olla v-nigrum/00000000946.jpg,0,"tensor([[14.1249]], device='cuda:0')"
1091,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Olla v-nigrum/00000001478.jpg,0,"tensor([[18.2329]], device='cuda:0')"
1092,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Olla v-nigrum/00000001756.jpg,0,"tensor([[27.5296]], device='cuda:0')"
1093,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000000322.jpg,0,"tensor([[22.9500]], device='cuda:0')"
1094,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000001131.jpg,0,"tensor([[33.5234]], device='cuda:0')"
1095,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000001235.jpg,0,"tensor([[33.8254]], device='cuda:0')"
1096,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000002627.jpg,0,"tensor([[69.9860]], device='cuda:0')"
1097,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000002865.jpg,0,"tensor([[17.7860]], device='cuda:0')"
1098,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000005885.jpg,0,"tensor([[12.6528]], device='cuda:0')"
1099,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000006109.jpg,0,"tensor([[25.2598]], device='cuda:0')"
1100,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000006134.jpg,0,"tensor([[33.6838]], device='cuda:0')"
1101,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000006972.jpg,0,"tensor([[32.0400]], device='cuda:0')"
1102,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000008191.jpg,0,"tensor([[30.8653]], device='cuda:0')"
1103,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000011197.jpg,0,"tensor([[16.6666]], device='cuda:0')"
1104,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000014014.jpg,0,"tensor([[45.1793]], device='cuda:0')"
1105,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000014788.jpg,0,"tensor([[33.4968]], device='cuda:0')"
1106,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000014908.jpg,0,"tensor([[19.6771]], device='cuda:0')"
1107,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000016693.jpg,0,"tensor([[30.9105]], device='cuda:0')"
1108,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000018738.jpg,0,"tensor([[35.9919]], device='cuda:0')"
1109,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000018904.jpg,0,"tensor([[26.9469]], device='cuda:0')"
1110,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000018935.jpg,0,"tensor([[27.4265]], device='cuda:0')"
1111,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000019840.jpg,0,"tensor([[22.6854]], device='cuda:0')"
1112,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000021625.jpg,0,"tensor([[28.4635]], device='cuda:0')"
1113,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oncopeltus fasciatus/00000021684.jpg,0,"tensor([[23.5470]], device='cuda:0')"
1114,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Ostrinia nubilalis/00000000262.jpg,0,"tensor([[9.9388]], device='cuda:0')"
1115,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Ostrinia nubilalis/00000001021.jpg,0,"tensor([[18.4311]], device='cuda:0')"
1116,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oxythyrea funesta/00000000041.jpg,0,"tensor([[29.6993]], device='cuda:0')"
1117,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oxythyrea funesta/00000001953.jpg,0,"tensor([[24.2040]], device='cuda:0')"
1118,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oxythyrea funesta/00000003050.jpg,0,"tensor([[33.0451]], device='cuda:0')"
1119,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oxythyrea funesta/00000003131.jpg,0,"tensor([[22.0245]], device='cuda:0')"
1120,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oxythyrea funesta/00000003935.jpg,0,"tensor([[22.6348]], device='cuda:0')"
1121,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oxythyrea funesta/00000004139.jpg,0,"tensor([[39.0956]], device='cuda:0')"
1122,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oxythyrea funesta/00000004639.jpg,0,"tensor([[55.3314]], device='cuda:0')"
1123,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oxythyrea funesta/00000004806.jpg,0,"tensor([[21.7669]], device='cuda:0')"
1124,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oxythyrea funesta/00000004865.jpg,0,"tensor([[25.3246]], device='cuda:0')"
1125,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oxythyrea funesta/00000008485.jpg,0,"tensor([[28.4988]], device='cuda:0')"
1126,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Oxythyrea funesta/00000008652.jpg,0,"tensor([[26.0999]], device='cuda:0')"
1127,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000000300.jpg,0,"tensor([[14.7369]], device='cuda:0')"
1128,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000001906.jpg,0,"tensor([[40.0225]], device='cuda:0')"
1129,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000002196.jpg,0,"tensor([[22.6589]], device='cuda:0')"
1130,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000002495.jpg,0,"tensor([[15.8197]], device='cuda:0')"
1131,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000002658.jpg,0,"tensor([[19.1862]], device='cuda:0')"
1132,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000003428.jpg,0,"tensor([[16.6578]], device='cuda:0')"
1133,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000005310.jpg,0,"tensor([[34.9339]], device='cuda:0')"
1134,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000008797.jpg,0,"tensor([[15.2061]], device='cuda:0')"
1135,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000009679.jpg,0,"tensor([[21.4500]], device='cuda:0')"
1136,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000009848.jpg,0,"tensor([[5.9121]], device='cuda:0')"
1137,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000010709.jpg,0,"tensor([[47.9566]], device='cuda:0')"
1138,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000010797.jpg,0,"tensor([[18.5004]], device='cuda:0')"
1139,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000010957.jpg,0,"tensor([[61.3888]], device='cuda:0')"
1140,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000011428.jpg,0,"tensor([[11.6636]], device='cuda:0')"
1141,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000011588.jpg,0,"tensor([[5.8876]], device='cuda:0')"
1142,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Palomena prasina/00000012162.jpg,0,"tensor([[15.3780]], device='cuda:0')"
1143,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pelidnota punctata/00000004576.jpg,0,"tensor([[37.5252]], device='cuda:0')"
1144,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Photinus pyralis/00000000212.jpg,0,"tensor([[21.4409]], device='cuda:0')"
1145,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Photinus pyralis/00000000849.jpg,0,"tensor([[20.3670]], device='cuda:0')"
1146,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Photinus pyralis/00000001015.jpg,0,"tensor([[1.5054]], device='cuda:0')"
1147,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Photinus pyralis/00000001233.jpg,0,"tensor([[21.7641]], device='cuda:0')"
1148,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Photinus pyralis/00000002196.jpg,0,"tensor([[8.3033]], device='cuda:0')"
1149,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Photinus pyralis/00000002902.jpg,0,"tensor([[10.8424]], device='cuda:0')"
1150,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Phyllopertha horticola/00000000315.jpg,0,"tensor([[15.5360]], device='cuda:0')"
1151,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Phyllopertha horticola/00000001644.jpg,0,"tensor([[25.7953]], device='cuda:0')"
1152,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris brassicae/00000000288.jpg,0,"tensor([[27.0211]], device='cuda:0')"
1153,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris brassicae/00000001234.jpg,0,"tensor([[19.9002]], device='cuda:0')"
1154,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris brassicae/00000001290.jpg,0,"tensor([[6.2259]], device='cuda:0')"
1155,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris brassicae/00000002660.jpg,0,"tensor([[46.2898]], device='cuda:0')"
1156,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris brassicae/00000003572.jpg,0,"tensor([[18.9232]], device='cuda:0')"
1157,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris brassicae/00000006148.jpg,0,"tensor([[8.5566]], device='cuda:0')"
1158,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris brassicae/00000007017.jpg,0,"tensor([[12.1938]], device='cuda:0')"
1159,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris brassicae/00000008044.jpg,0,"tensor([[19.8449]], device='cuda:0')"
1160,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000001453.jpg,0,"tensor([[9.6719]], device='cuda:0')"
1161,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000001545.jpg,0,"tensor([[8.1283]], device='cuda:0')"
1162,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000002339.jpg,0,"tensor([[10.3779]], device='cuda:0')"
1163,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000002513.jpg,0,"tensor([[23.4867]], device='cuda:0')"
1164,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000005589.jpg,0,"tensor([[29.6787]], device='cuda:0')"
1165,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000006414.jpg,0,"tensor([[24.0492]], device='cuda:0')"
1166,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000006769.jpg,0,"tensor([[10.2711]], device='cuda:0')"
1167,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000008007.jpg,0,"tensor([[10.2283]], device='cuda:0')"
1168,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000008040.jpg,0,"tensor([[18.3282]], device='cuda:0')"
1169,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000009095.jpg,0,"tensor([[10.7999]], device='cuda:0')"
1170,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000010441.jpg,0,"tensor([[18.2438]], device='cuda:0')"
1171,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000011022.jpg,0,"tensor([[24.1251]], device='cuda:0')"
1172,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000011483.jpg,0,"tensor([[15.2381]], device='cuda:0')"
1173,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000012778.jpg,0,"tensor([[25.8255]], device='cuda:0')"
1174,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000012988.jpg,0,"tensor([[8.8004]], device='cuda:0')"
1175,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000013107.jpg,0,"tensor([[24.0919]], device='cuda:0')"
1176,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000013139.jpg,0,"tensor([[11.3298]], device='cuda:0')"
1177,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000014641.jpg,0,"tensor([[21.1725]], device='cuda:0')"
1178,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000014814.jpg,0,"tensor([[22.7424]], device='cuda:0')"
1179,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000016800.jpg,0,"tensor([[11.1678]], device='cuda:0')"
1180,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000019159.jpg,0,"tensor([[30.9119]], device='cuda:0')"
1181,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000019350.jpg,0,"tensor([[13.9773]], device='cuda:0')"
1182,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000019682.jpg,0,"tensor([[14.2738]], device='cuda:0')"
1183,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000020778.jpg,0,"tensor([[42.4059]], device='cuda:0')"
1184,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000022325.jpg,0,"tensor([[11.3582]], device='cuda:0')"
1185,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000024021.jpg,0,"tensor([[20.0155]], device='cuda:0')"
1186,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000029357.jpg,0,"tensor([[9.0940]], device='cuda:0')"
1187,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000029737.jpg,0,"tensor([[16.7185]], device='cuda:0')"
1188,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000030269.jpg,0,"tensor([[15.3606]], device='cuda:0')"
1189,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000030373.jpg,0,"tensor([[48.6365]], device='cuda:0')"
1190,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000031682.jpg,0,"tensor([[11.7002]], device='cuda:0')"
1191,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000034406.jpg,0,"tensor([[33.2751]], device='cuda:0')"
1192,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000034520.jpg,0,"tensor([[7.8385]], device='cuda:0')"
1193,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000034540.jpg,0,"tensor([[8.9316]], device='cuda:0')"
1194,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000034763.jpg,0,"tensor([[12.7480]], device='cuda:0')"
1195,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000034806.jpg,0,"tensor([[19.8017]], device='cuda:0')"
1196,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000035243.jpg,0,"tensor([[15.8696]], device='cuda:0')"
1197,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000035264.jpg,0,"tensor([[24.0540]], device='cuda:0')"
1198,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000038153.jpg,0,"tensor([[19.8522]], device='cuda:0')"
1199,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000038206.jpg,0,"tensor([[29.4514]], device='cuda:0')"
1200,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000039255.jpg,0,"tensor([[11.1761]], device='cuda:0')"
1201,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000039759.jpg,0,"tensor([[20.6835]], device='cuda:0')"
1202,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000041534.jpg,0,"tensor([[6.6467]], device='cuda:0')"
1203,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000041839.jpg,0,"tensor([[12.8316]], device='cuda:0')"
1204,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000043107.jpg,0,"tensor([[10.0196]], device='cuda:0')"
1205,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000043939.jpg,0,"tensor([[10.0493]], device='cuda:0')"
1206,/work/mech-ai/Mojdeh/iNat_Project-mini-Insecta-2021/Data/in-distribution/iNat_ISU142/OOD_valid50/Pieris rapae/00000044067.jpg,0,"tensor([[7.6826]], device='cuda:0')"
